Date,Symbol,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Volume_MA_20
2020-11-19 00:00:00-05:00,AAPL,114.46825901798518,115.89923517011198,113.70896736833065,115.49038696289062,74113000,,2.1902678017813315,
2020-11-19 00:00:00-05:00,AMZN,155.2655029296875,156.25,154.04600524902344,155.8509979248047,60206000,,2.2039947509765625,
2020-11-19 00:00:00-05:00,GOOGL,86.06788281961194,87.57051951755538,85.90848264103154,87.32620239257812,20106000,,1.6620368765238425,
2020-11-19 00:00:00-05:00,MSFT,203.20714178040058,204.79333979305358,201.81319330215703,204.20692443847656,24792700,,2.9801464908965443,
2020-11-19 00:00:00-05:00,TSLA,164.0,169.5366668701172,162.52333068847656,166.42333984375,187425900,,7.013336181640625,
2020-11-20 00:00:00-05:00,AAPL,115.49038264932382,115.61692877725572,114.17622350270929,114.22489166259766,73604300,-0.010957581263448368,1.4407052745464313,
2020-11-20 00:00:00-05:00,AMZN,155.8509979248047,156.64450073242188,154.90249633789062,154.97000122070312,67488000,-0.005652814007175211,1.74200439453125,
2020-11-20 00:00:00-05:00,GOOGL,87.49652779946634,87.81235033915841,86.15577659553901,86.22430419921875,27694000,-0.012618185185767627,1.6565737436194041,
2020-11-20 00:00:00-05:00,MSFT,203.9953859659121,205.04323811882077,201.88045084322235,202.25537109375,22843100,-0.009556744219584634,3.1627872755984185,
2020-11-20 00:00:00-05:00,TSLA,165.99667358398438,167.5,163.02000427246094,163.20333862304688,98735700,-0.019348255020757876,4.4799957275390625,
2020-11-23 00:00:00-05:00,AAPL,114.06913532208017,114.49745669006192,110.7301937966756,110.8275375366211,127959300,-0.029742677594405742,3.767262893386331,
2020-11-23 00:00:00-05:00,AMZN,155.8350067138672,156.9875030517578,153.2729949951172,154.91949462890625,94178000,-0.00032591205652088284,3.714508056640625,
2020-11-23 00:00:00-05:00,GOOGL,86.41499850151588,86.7015202893933,84.92328790810002,85.78633117675781,22530000,-0.00507946137145987,1.7782323812932788,
2020-11-23 00:00:00-05:00,MSFT,202.79373968820798,204.08192585772954,200.11161984755833,201.98622131347656,25683500,-0.0013307423126414086,3.970306010171214,
2020-11-23 00:00:00-05:00,TSLA,167.8333282470703,175.3333282470703,167.26333618164062,173.9499969482422,150780900,0.06584827501609536,8.069992065429688,
2020-11-24 00:00:00-05:00,AAPL,110.88594337156803,112.77443558427984,109.60097934121339,112.11248779296875,113874200,0.0115941424388597,3.173456243066454,
2020-11-24 00:00:00-05:00,AMZN,155.02499389648438,156.71249389648438,154.31300354003906,155.9029998779297,72042000,0.006348492495275249,2.3994903564453125,
2020-11-24 00:00:00-05:00,GOOGL,85.78334829165836,87.71899554089296,85.44716597999957,87.59088134765625,27984000,0.021035404430342908,2.2718295608933943,
